"","id","institution_name","institution_address","outbreak_setting","type_of_outbreak","causative_agent_1","causative_agent_2","date_outbreak_began","date_declared_over","active","setting_count","type_count","outbreak_year","year_count"
"961",193,"Cedarvale Terrace Long Term Care - 6th Fl","429 Walmer Rd","LTCH","Respiratory","COVID-19",NA,2020-10-10,2020-10-24,"N",316,519,"2020",553
"962",193,"Hellenic Home - Unit 2B","2411 Lawrence Ave E","LTCH","Respiratory","COVID-19",NA,2024-01-16,2024-01-25,"N",169,247,"2024",272
"963",193,"The Rekai Centre - 4th Fl","160 Wellesley St E","LTCH","Enteric","Campylobacter unspecified",NA,2021-07-26,2021-08-03,"N",187,9,"2021",394
"964",193,"The Salvation Army - Toronto Grace Health Ctr - Specialized Care Ctr - 5th Fl","1020 McNicoll Ave","Hospital-Chronic Care","Respiratory","COVID-19",NA,2022-11-20,2022-11-30,"N",177,1107,"2022",1133
"965",193,"UHN - Toronto Rehabilitation Institute - Bickel Centre - 8 South","550 University Ave","Hospital-Chronic Care","Respiratory","Influenza A (Not subtyped)",NA,2023-11-26,2023-12-07,"N",131,1016,"2023",1066
"966",194,"Baycrest Hospital - North York - H3E","3560 Bathurst St","Hospital-Chronic Care","Respiratory","COVID-19",NA,2023-11-25,2023-12-02,"N",131,1016,"2023",1066
"967",194,"Cheltenham Care Community - 1st Fl","5935 Bathrust St","LTCH","Respiratory","Respiratory syncytial virus",NA,2024-01-15,2024-01-24,"N",169,247,"2024",272
"968",194,"Labdara Lithuanian Nursing Home - 1st Fl","5 Resurrection Road","LTCH","Respiratory","COVID-19",NA,2021-07-23,2021-08-31,"N",187,385,"2021",394
"969",194,"Lakeside Long Term Care - 2nd Fl","150 Dunn Ave","LTCH","Respiratory","COVID-19",NA,2020-10-10,2020-11-27,"N",316,519,"2020",553
"970",194,"Unity Health Toronto - Providence - A4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19",NA,2022-11-20,2022-11-30,"N",177,1107,"2022",1133
"971",195,"Cheltenham Care Community - 3rd Fl (North)","5935 Bathurst St","LTCH","Respiratory","COVID-19",NA,2023-11-25,2023-12-11,"N",601,1016,"2023",1066
"972",195,"Deerwood Creek Care Community","70 Humberline Dr","LTCH","Respiratory","COVID-19",NA,2020-10-09,2020-10-24,"N",316,519,"2020",553
"973",195,"Scarborough Health Network - General Hospital - H4C Medicine","3030 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-07-13,2021-07-27,"N",102,385,"2021",394
"974",195,"Unity Health Toronto - Houses of Providence - HOP2E - SPRUCE","3276 St Clair Ave E","LTCH","Respiratory","COVID-19",NA,2022-11-19,2022-11-29,"N",477,1107,"2022",1133
"975",195,"West Park Long Term Care Centre - Weston & Mulholland","82 Buttonwood Ave","LTCH","Respiratory","COVID-19",NA,2024-01-15,2024-01-29,"N",169,247,"2024",272
"976",196,"Baycrest Hospital - North York - H5E","3560 Bathurst St","Hospital-Chronic Care","Respiratory","COVID-19",NA,2023-11-24,2023-12-08,"N",131,1016,"2023",1066
"977",196,"Belmont House - 2E & 2WW","55 Belmont St","LTCH","Respiratory","Respiratory syncytial virus",NA,2022-11-18,2022-12-28,"N",477,1107,"2022",1133
"978",196,"Centre For Addiction and Mental Health - Queen Street Site - GAUB","1001 Queen St West","Hospital-Psychiatric","Respiratory","COVID-19",NA,2024-01-15,2024-01-28,"N",8,247,"2024",272
"979",196,"North York General Hospital - 8 West","4001 Leslie St","Hospital-Acute Care","Respiratory","COVID-19",NA,2020-10-06,2020-10-19,"N",82,519,"2020",553
"980",196,"Runnymede Healthcare Centre - 3rd Fl","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19",NA,2021-07-12,2021-07-28,"N",47,385,"2021",394
"981",197,"Baycrest Hospital - North York - H7E","3560 Bathurst St","Hospital-Chronic Care","Respiratory","COVID-19",NA,2023-11-24,2023-12-09,"N",131,1016,"2023",1066
"982",197,"Better Living At Thompson House","1 Overland Dr","LTCH","Respiratory","Influenza A (H3)",NA,2022-11-18,2022-12-07,"N",477,1107,"2022",1133
"983",197,"Hazelton Place Retirement Residence - 2nd Fl","111 Ave Rd","LTCH","Respiratory","COVID-19",NA,2024-01-15,2024-01-23,"N",169,247,"2024",272
"984",197,"Midland Gardens Care Community Ltch - 4th Fl","130 Midland Ave","LTCH","Respiratory","Unable to identify",NA,2020-10-06,2020-10-14,"N",316,519,"2020",553
"985",197,"Norfinch Care Community - 2nd Fl","22 Norfinch Dr","LTCH","Enteric","Unable to identify",NA,2021-07-07,2021-07-10,"N",187,9,"2021",394
"986",198,"Baycrest Hospital - 4 West","3560 Bathurst St","Hospital-Chronic Care","Respiratory","Respiratory syncytial virus",NA,2024-01-14,2024-02-03,"N",33,247,"2024",272
"987",198,"Baycrest Hospital - North York - H7W","3560 Bathurst St","Hospital-Chronic Care","Respiratory","COVID-19",NA,2023-11-24,2023-12-12,"N",131,1016,"2023",1066
"988",198,"Better Living at Thompson House - 4th Fl","1 Overland Dr","LTCH","Respiratory","COVID-19",NA,2022-11-18,2022-12-22,"N",477,1107,"2022",1133
"989",198,"Cedarbrook Lodge - 2nd Fl","520 Markham Rd","Retirement Home","Respiratory","COVID-19",NA,2020-10-04,2020-10-30,"N",97,519,"2020",553
"990",198,"Humber River Hospital - Wilson - 12 East","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-07-02,2021-07-19,"N",102,385,"2021",394
"991",199,"Castleview Wychwood Towers - 2nd Fl","351 Christie St","LTCH","Respiratory","COVID-19",NA,2023-11-24,2023-12-27,"N",601,1016,"2023",1066
"992",199,"Kingsway - 2nd, 3rd & 4th Fl","4251 Dundas Street W","Retirement Home","Respiratory","COVID-19",NA,2022-11-18,2022-12-13,"N",205,1107,"2022",1133
"993",199,"Norfinch Care Community","22 Norfinch Ave","LTCH","Respiratory","COVID-19",NA,2020-10-02,2020-10-16,"N",316,519,"2020",553
"994",199,"Scarborough Health Network - General Hospital - CP4 -","3030 Lawrence Ave E - Medicine Unit","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-06-30,2021-07-13,"N",102,385,"2021",394
"995",199,"St. George Care Community - 1st Fl","225 St. George St","LTCH","Respiratory","Influenza A (Not subtyped)",NA,2024-01-13,2024-01-30,"N",169,247,"2024",272
"996",200,"Copernicus Lodge - 2N & 2S","66 Roncesvalles Ave","LTCH","Respiratory","COVID-19",NA,2024-01-13,2024-01-22,"N",169,247,"2024",272
"997",200,"Greenview Lodge","880 Lawrence Avenue","Retirement Home","Respiratory","COVID-19",NA,2023-11-24,2023-12-13,"N",195,1016,"2023",1066
"998",200,"Tendercare Living Centre - 3 East","1020 McNicoll Ave","LTCH","Respiratory","COVID-19",NA,2022-11-18,2022-12-03,"N",477,1107,"2022",1133
"999",200,"Unity Health Toronto - St. Joseph's Health Centre - 2E","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19",NA,2020-10-02,2020-10-23,"N",82,519,"2020",553
"1000",200,"University Health Network - Toronto Western Hospital - 6A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-06-17,2021-07-07,"N",102,385,"2021",394
"1001",201,"Cedarvale Terrace - 5th Fl","429 Walmer Rd","LTCH","Respiratory","Influenza A (Not subtyped)",NA,2024-01-12,2024-01-23,"N",169,247,"2024",272
"1002",201,"Kennedy Lodge - 2 North","1400 Kennedy Rd","LTCH","Respiratory","COVID-19",NA,2020-10-02,2020-12-16,"N",316,519,"2020",553
"1003",201,"Kipling Acres - 1st Fl (Humber) & 2nd Fl (Elms)","2233 Kipling Ave","LTCH","Respiratory","COVID-19",NA,2023-11-24,2023-12-06,"N",601,1016,"2023",1066
"1004",201,"Scarborough Health Network-Centenary Hospital - YC9E","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-05-21,2021-05-30,"N",102,385,"2021",394
"1005",201,"West Park Healthcare Centre - 3WD","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19",NA,2022-11-18,2022-11-28,"N",177,1107,"2022",1133
"1006",202,"City Of Toronto ? Cummer Lodge - 3 North","205 Cummer Ave","LTCH","Respiratory","COVID-19",NA,2020-10-01,2020-10-16,"N",316,519,"2020",553
"1007",202,"Hospital for Sick Children - Unit 7C","555 University Avenue","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-05-20,2021-06-04,"N",102,385,"2021",394
"1008",202,"Lakeside Long Term Care Centre - 1st Fl","150 Dunn Ave","LTCH","Respiratory","COVID-19",NA,2023-11-24,2023-12-19,"N",601,1016,"2023",1066
"1009",202,"St. Peter & Paul Residence - 4th Fl","221 Milner Ave","LTCH","Enteric","Unable to identify",NA,2024-01-12,2024-01-22,"N",169,25,"2024",272
"1010",202,"William Osler Health System - Etobicoke - 6W Medicine Unit","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-11-18,2022-12-03,"N",248,1107,"2022",1133
"1011",203,"Donway Place","8 The Donway E","Retirement Home","Respiratory","COVID-19",NA,2024-01-12,2024-02-05,"N",35,247,"2024",272
"1012",203,"Lakeside Long Term Care Centre - 2nd Fl","150 Dunn Ave","LTCH","Respiratory","Unable to identify",NA,2023-11-24,2023-12-06,"N",601,1016,"2023",1066
"1013",203,"Norfinch Care Community - 3A","22 Norfinch Drive","LTCH","Respiratory","COVID-19",NA,2021-05-18,2021-06-01,"N",187,385,"2021",394
"1014",203,"Norfinch Care Community - Unit 3A","22 Norfinch Dr","LTCH","Respiratory","Rhinovirus",NA,2022-11-17,2022-11-28,"N",477,1107,"2022",1133
"1015",203,"The Dunfield Retirement Residence - 3rd Fl","77 Dunfield Ave","Retirement Home","Respiratory","COVID-19",NA,2020-09-28,2020-10-10,"N",97,519,"2020",553
"1016",204,"Hellenic Care for Seniors - Ground Fl","215 Tyrrel Ave","LTCH","Respiratory","COVID-19",NA,2024-01-12,2024-01-22,"N",169,247,"2024",272
"1017",204,"Mon Sheong Home for the Aged - 4th Fl","36 D'Arcy St","LTCH","Respiratory","COVID-19",NA,2023-11-24,2023-12-18,"N",601,1016,"2023",1066
"1018",204,"Sage Care Retirement Home - POD D - 2nd & 3rd Fl","147 Elder Street","Retirement Home","Respiratory","COVID-19",NA,2022-11-17,2022-12-05,"N",205,1107,"2022",1133
"1019",204,"University Health Network - Toronto General Hospital - 8ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-05-17,2021-06-01,"N",102,385,"2021",394
"1020",204,"Villa Colombo - 1 & 2 Fidani, 2 Fusco, 4 Fidani","40 Playfair Ave","LTCH","Respiratory","COVID-19",NA,2020-09-28,2020-10-21,"N",316,519,"2020",553
"1021",205,"1321 - Cummer Lodge - 205 Cummer Avenue - Toronto","205 Cummer Ave","LTCH","Respiratory","COVID-19",NA,2021-05-15,2021-06-01,"N",187,385,"2021",394
"1022",205,"New Horizons Tower - 4th Fl","1140 Bloor St W","LTCH","Respiratory","Coronavirus*",NA,2023-11-24,2023-12-01,"N",601,1016,"2023",1066
"1023",205,"Reactivation Care Centre - Finch Site - Humber River Hospital - 6 East","2111 Finch Ave W","Hospital-Chronic Care","Respiratory","Coronavirus*","Rhinovirus",2024-01-11,2024-01-21,"N",33,247,"2024",272
"1024",205,"The Wexford - 3rd Fl","1860 Lawrence Ave E","LTCH","Respiratory","Unable to identify",NA,2022-11-17,2022-11-26,"N",477,1107,"2022",1133
"1025",205,"Vermont Square","914 Bathurst St","LTCH","Respiratory","COVID-19",NA,2020-09-27,2020-11-21,"N",316,519,"2020",553
"1026",206,"Castleview Wychwood Towers - 3rd Fl","351 Christie St","LTCH","Respiratory","Influenza A (Not subtyped)",NA,2024-01-11,2024-01-22,"N",169,247,"2024",272
"1027",206,"Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LTSW","2075 Bayview Ave","LTCH","Respiratory","COVID-19",NA,2023-11-24,2023-12-02,"N",601,1016,"2023",1066
"1028",206,"Toronto East Health Network - Michael Garron Hospital - Withdrawal Management Services","825 Coxwell Ave","Hospital-Acute Care","Respiratory","Influenza A (Not subtyped)",NA,2022-11-17,2022-11-24,"N",248,1107,"2022",1133
"1029",206,"University Health Network - Toronto General Hospital -","200 Elizabeth Street - Transportation & Linen Services","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-05-15,2021-06-02,"N",102,385,"2021",394
"1030",206,"Valley View Residence","541 Finch Ave W","LTCH","Respiratory","Unable to identify",NA,2020-09-27,2020-10-15,"N",316,519,"2020",553
"1031",207,"Bendale Acres - 5th & 6th Fl","2920 Lawrence Ave E","LTCH","Respiratory","COVID-19",NA,2022-11-16,2022-12-14,"N",477,1107,"2022",1133
"1032",207,"Fieldstone Commons Care Community - 4A","1000 Ellesmere Rd","LTCH","Respiratory","Influenza A (Not subtyped)",NA,2024-01-11,2024-01-19,"N",169,247,"2024",272
"1033",207,"Hillcrest Reactivation Centre - 4th Fl","47 Austin Terr","Hospital-Chronic Care","Respiratory","COVID-19",NA,2021-05-14,2021-06-06,"N",47,385,"2021",394
"1034",207,"Scarlett Heights Retirement Home","4005 Eglinton Ave W","Retirement Home","Respiratory","COVID-19",NA,2020-09-26,2020-10-20,"N",97,519,"2020",553
"1035",207,"Toronto East Health Network - AHF - Atrium at Kew Beach - 3rd Fl East Wing","500 Kingston Rd","Hospital-Chronic Care","Respiratory","COVID-19",NA,2023-11-24,2023-12-08,"N",131,1016,"2023",1066
"1036",208,"Chartwell Trilogy- 4th Fl","340 McCowan Road","LTCH","Respiratory","COVID-19",NA,2021-05-11,2021-06-10,"N",187,385,"2021",394
"1037",208,"Cheltenham Care Community","5395 Bathurst St","LTCH","Respiratory","Rhinovirus","Enterovirus",2020-09-25,2020-11-12,"N",316,519,"2020",553
"1038",208,"Harmony Hills Care Community - 2nd Fl & 3B","1800 O'Connor Dr","LTCH","Respiratory","Respiratory syncytial virus",NA,2022-11-16,2022-12-16,"N",477,1107,"2022",1133
"1039",208,"Unity Health Toronto - St. Michael's - 14CG (Observation Unit Only)","30 Bond St","Hospital-Acute Care","Respiratory","COVID-19",NA,2023-11-24,2023-12-05,"N",107,1016,"2023",1066
"1040",208,"Weston Terrace - 2nd Fl B Wing","2005 Lawrence Ave W","LTCH","Respiratory","Influenza A (Not subtyped)",NA,2024-01-11,2024-01-22,"N",169,247,"2024",272
"1041",209,"Christie Gardens - Annex Unit","600 Melita Crescent","Retirement Home","Respiratory","COVID-19",NA,2021-05-11,2021-05-29,"N",55,385,"2021",394
"1042",209,"Harmony Hills Care Community - 2nd Fl & 3B","1800 O'Connor Drive","LTCH","Respiratory","COVID-19",NA,2022-11-16,2022-12-14,"N",477,1107,"2022",1133
"1043",209,"Harold and Grace Baker Centre - 1A","1 Northwestern Ave","LTCH","Respiratory","Unable to identify",NA,2023-11-23,2023-12-07,"N",601,1016,"2023",1066
"1044",209,"One Kenton Place - Ground Fl","1 Kenton Dr","Retirement Home","Respiratory","COVID-19",NA,2020-09-25,2020-10-02,"N",97,519,"2020",553
"1045",209,"Seven Oaks - 2nd & 5th Fl","9 Nielson Road","LTCH","Respiratory","Respiratory syncytial virus",NA,2024-01-11,2024-02-01,"N",169,247,"2024",272
"1046",210,"Kipling Acres - Alders 3S","2233 Kipling Ave","LTCH","Respiratory","COVID-19",NA,2022-11-16,2022-12-27,"N",477,1107,"2022",1133
"1047",210,"Mon Sheong Scarborough Long Term Care Centre - 2nd Fl South","2030 Mcnicoll Ave","Retirement Home","Respiratory","COVID-19",NA,2023-11-23,2023-12-04,"N",195,1016,"2023",1066
"1048",210,"Rockcliffe Care Community - 2nd Fl","3015 Lawrence Ave E","LTCH","Respiratory","COVID-19",NA,2020-09-24,2020-10-16,"N",316,519,"2020",553
"1049",210,"Unity Health Toronto - Providence - A4","3276 St. Clair Ave East","Hospital-Chronic Care","Respiratory","COVID-19",NA,2024-01-11,2024-01-19,"N",33,247,"2024",272
"1050",210,"University Health Network - Toronto General Hospital - 7B","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-05-08,2021-05-27,"N",102,385,"2021",394
"1051",211,"St. George Care Community","225 St George St","LTCH","Respiratory","COVID-19",NA,2020-09-21,2020-10-20,"N",316,519,"2020",553
"1052",211,"The Dunfield Retirement Residence - 9th, 10th & 14th Fl","77 Dunfield Ave","Retirement Home","Respiratory","COVID-19",NA,2022-11-16,2022-12-12,"N",205,1107,"2022",1133
"1053",211,"The Jewish Home for the Aged - 3EI","3560 Bathurst St","LTCH","Respiratory","COVID-19",NA,2024-01-11,2024-01-18,"N",169,247,"2024",272
"1054",211,"Tony Stacey Centre for Veterans' Care - 2nd Fl","59 Lawson Rd","LTCH","Respiratory","COVID-19",NA,2023-11-23,2023-12-04,"N",601,1016,"2023",1066
"1055",211,"University Health Network - Toronto General Hospital -","200 Elizabeth Street - 5B Cardiology","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-05-07,2021-05-18,"N",102,385,"2021",394
"1056",212,"The Russell Hill Retirement Residence","262 St. Clair Ave W","Retirement Home","Respiratory","COVID-19",NA,2024-01-11,2024-01-23,"N",35,247,"2024",272
"1057",212,"Toronto East Health Network - Michael Garron Hospital - B3","825 Coxwell Ave","Hospital-Acute Care","Respiratory","COVID-19",NA,2023-11-23,2023-12-11,"N",107,1016,"2023",1066
"1058",212,"Uhn - Toronto Western Hospital - Msn Icu","399 Bathurst St","Hospital-Acute Care","Enteric","Clostridium difficile",NA,2020-09-19,2020-10-05,"N",82,33,"2020",553
"1059",212,"University Health Network - Lyndhurst - Special rehab - 1B","520 Sutherland Drive","Hospital-Chronic Care","Respiratory","COVID-19",NA,2021-05-06,2021-05-20,"N",47,385,"2021",394
"1060",212,"West Park Healthcare Centre - 3EC","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19",NA,2022-11-16,2022-12-07,"N",177,1107,"2022",1133
"1061",213,"Baycrest Hospital - 6E","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19",NA,2021-05-04,2021-05-19,"N",47,385,"2021",394
"1062",213,"Baycrest Hospital - H6E","3560 Bathurst St","Hospital-Chronic Care","Respiratory","COVID-19",NA,2023-11-22,2023-12-01,"N",131,1016,"2023",1066
"1063",213,"Harold And Grace Baker Centre - A Wing","1 Northwestern Ave","LTCH","Respiratory","Rhinovirus",NA,2022-11-15,2022-12-08,"N",477,1107,"2022",1133
"1064",213,"Humber Valley Terrace - 3rd Fl","95 Humber College Blvd","LTCH","Respiratory","COVID-19",NA,2020-09-17,2020-10-07,"N",316,519,"2020",553
"1065",213,"Mon Sheong Scarborough Long Term Care Centre - 2S","2030 McNicoll Ave","LTCH","Respiratory","COVID-19",NA,2024-01-11,2024-01-18,"N",169,247,"2024",272
"1066",214,"Extendicare Bayview - 1st Fl","550 Cummer Ave","LTCH","Respiratory","Respiratory syncytial virus",NA,2023-11-22,2023-11-30,"N",601,1016,"2023",1066
"1067",214,"Humber River Hospital - Wilson - 9E Nephrology","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-05-04,2021-06-01,"N",102,385,"2021",394
"1068",214,"Norwood Nursing Home","122 Tyndall Ave","LTCH","Respiratory","COVID-19",NA,2020-09-17,2020-12-04,"N",316,519,"2020",553
"1069",214,"Retirement Suites by the Lake - 3rd Fl","2121 Kingston Rd","Retirement Home","Respiratory","COVID-19",NA,2022-11-15,2022-11-28,"N",205,1107,"2022",1133
"1070",214,"Scarborough Health Network - General Hospital - T7","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","Respiratory syncytial virus",NA,2024-01-10,2024-01-22,"N",27,247,"2024",272
"1071",215,"Fairview Nursing Home","14 Cross St","LTCH","Respiratory","COVID-19",NA,2020-09-15,2020-10-30,"N",316,519,"2020",553
"1072",215,"Toronto East Health Network-Atrium at Kew Beach - 2nd Fl","500 Kingston Rd.","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-05-03,2021-05-28,"N",102,385,"2021",394
"1073",215,"Ukrainian Canadian Care Centre - 2nd Fl","60 Richview Rd","LTCH","Respiratory","Influenza A (Not subtyped)",NA,2024-01-10,2024-01-16,"N",169,247,"2024",272
"1074",215,"Unity Health Toronto - St. Joseph's - 4M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19",NA,2023-11-22,2023-11-28,"N",107,1016,"2023",1066
"1075",215,"West Park Long Term Care Centre - Humber York Unit","82 Buttonwood Ave","LTCH","Respiratory","Influenza A (H3)",NA,2022-11-15,2022-11-26,"N",477,1107,"2022",1133
"1076",216,"Chartwell Westbury Long Term Care Residence - 8th Fl","495 The West Mall","LTCH","Respiratory","COVID-19",NA,2022-11-14,2022-11-28,"N",477,1107,"2022",1133
"1077",216,"Deerwood Creek Care Community - 2nf Fl LaRose Unit","70 Humberline Dr","LTCH","Enteric","Unable to identify",NA,2020-09-13,2020-09-18,"N",316,33,"2020",553
"1078",216,"Runnymede Healthcare Centre - 3rd Fl","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19",NA,2021-05-02,2021-05-17,"N",47,385,"2021",394
"1079",216,"University Health Network - 5 South","550 University Ave","Hospital-Chronic Care","Respiratory","COVID-19",NA,2023-11-22,2023-11-29,"N",131,1016,"2023",1066
"1080",216,"University Health Network - Toronto Western - 4B","399 Bathurst St","Hospital-Acute Care","Respiratory","COVID-19",NA,2024-01-10,2024-01-22,"N",27,247,"2024",272
"1081",217,"Amica On The Avenue","1066 Avenue Rd","Retirement Home","Enteric","Unable to identify",NA,2023-11-21,2023-11-27,"N",195,47,"2023",1066
"1082",217,"Downsview Long Term Care Centre - 1 Centre, 2 Centre & 1 East, 2 East","3595 Keele St","LTCH","Respiratory","Enterovirus/Rhinovirus","Influenza A (Not subtyped)",2022-11-14,2022-12-12,"N",477,1107,"2022",1133
"1083",217,"Humber River Hospital - Wilson - 7W Cardiology","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-04-30,2021-05-18,"N",102,385,"2021",394
"1084",217,"Pine Villa Transitional Care - 2nd Fl","1035 Eglinton Ave W","LTCH","Respiratory","COVID-19",NA,2020-09-06,2020-09-21,"N",316,519,"2020",553
"1085",217,"Toronto East Health Network - Michael Garron Hospital - MCU","825 Coxwell Ave","Hospital-Acute Care","Respiratory","COVID-19",NA,2024-01-10,2024-01-24,"N",27,247,"2024",272
"1086",218,"Cedarvale Terrace - 4th Fl","429 Walmer Rd","LTCH","Respiratory","COVID-19",NA,2023-11-21,2023-12-15,"N",601,1016,"2023",1066
"1087",218,"Donway Place Retirement Home","8 The Don Way E","Retirement Home","Respiratory","COVID-19",NA,2020-09-03,2020-09-23,"N",97,519,"2020",553
"1088",218,"Kingsway","4251 Dundas Street St W","Retirement Home","Enteric","Norovirus-like",NA,2021-04-30,2021-05-16,"N",55,9,"2021",394
"1089",218,"Labdara Lithuanian Nursing Home - 1st Fl","5 Resurrection Rd","LTCH","Respiratory","Influenza A (H3)",NA,2022-11-14,2022-11-21,"N",477,1107,"2022",1133
"1090",218,"Toronto East Health Network - Atrium at Kew Beach - 2W","500 Kingston Rd","Hospital-Chronic Care","Respiratory","COVID-19",NA,2024-01-10,2024-01-17,"N",33,247,"2024",272
"1091",219,"Chartwell Westbury Long Term Care Residence - 6th Fl","495 The West Mall","LTCH","Respiratory","COVID-19",NA,2021-04-29,2021-06-25,"N",187,385,"2021",394
"1092",219,"Cummer Lodge - North York - 1st Fl (SCU) & 3rd Fl (3N)","205 Cummer Ave","LTCH","Respiratory","COVID-19",NA,2023-11-21,2023-12-12,"N",601,1016,"2023",1066
"1093",219,"Fieldstone Commons Care Community - 3rd Fl","1000 Ellesmere Rd","LTCH","Respiratory","COVID-19",NA,2020-08-27,2020-10-07,"N",316,519,"2020",553
"1094",219,"McCall Centre for Continuing Care - 3rd Fl","150 Sherway Dr","Hospital-Chronic Care","Respiratory","Influenza A (Not subtyped)","Parainfluenza, Rhinovirus",2024-01-09,2024-01-19,"N",33,247,"2024",272
"1095",219,"North York General Hospital - General Site - 3N","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-11-14,2022-11-28,"N",248,1107,"2022",1133
"1096",220,"Baycrest Apotex Centre - Jewish Home for the Aged -7GS & 7EI","3560 Bathurst St","LTCH","Respiratory","COVID-19",NA,2021-04-28,2021-06-02,"N",187,385,"2021",394
"1097",220,"Maynard Nursing Home","28 Halton St","LTCH","Respiratory","COVID-19",NA,2020-08-25,2020-09-11,"N",316,519,"2020",553
"1098",220,"Southlake Regional Health Centre - RCC Finch - 5 East","2111 Finch Ave W","Hospital-Chronic Care","Respiratory","COVID-19",NA,2023-11-21,2023-12-16,"N",131,1016,"2023",1066
"1099",220,"Trilogy Long Term Care - 5th Fl","340 McCowan Rd","LTCH","Respiratory","Respiratory syncytial virus","Influenza A (Not subtyped)",2024-01-09,2024-01-23,"N",169,247,"2024",272
"1100",220,"West Park Long Term Care Centre - Glenwyld House","82 Buttonwood Ave","LTCH","Respiratory","Coronavirus*",NA,2022-11-14,2022-11-20,"N",477,1107,"2022",1133
"1101",221,"Kensington Gardens North - North Building, 2 West","45 Brunswick Ave","LTCH","Respiratory","Influenza A (Not subtyped)",NA,2022-11-13,2022-11-23,"N",477,1107,"2022",1133
"1102",221,"RCC Mackenzie Health - Finch Site - 4 East","2111 Finch Ave W","Hospital-Chronic Care","Respiratory","Influenza A (Not subtyped)",NA,2024-01-09,2024-01-17,"N",33,247,"2024",272
"1103",221,"Sunnybrook Health Sciences Centre - C5","2075 Bayview Ave","Hospital-Acute Care","Respiratory","COVID-19",NA,2020-08-23,2020-09-06,"N",82,519,"2020",553
"1104",221,"The Millwood","921 Millwood Rd","Retirement Home","Respiratory","COVID-19",NA,2023-11-21,2023-12-13,"N",195,1016,"2023",1066
"1105",221,"The Village of Humber Heights - Alderwood Unit","2245 Lawrence Ave W","LTCH","Respiratory","COVID-19",NA,2021-04-28,2021-06-07,"N",187,385,"2021",394
"1106",222,"Delmanor Northtown Retirement Home - 4th, 5th, 6th & 8th Fl","5351 Yonge St","Retirement Home","Respiratory","Parainfluenza",NA,2024-01-09,2024-01-13,"N",35,247,"2024",272
"1107",222,"Scarborough Health Network - Birchmount - G4C Medicine","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-11-13,2022-12-05,"N",248,1107,"2022",1133
"1108",222,"St. John's Rehabilitation Hospital - A2","285 Cummer Ave E","Hospital-Chronic Care","Respiratory","Unable to identify",NA,2020-08-15,2020-08-18,"N",49,519,"2020",553
"1109",222,"Unity Health Toronto-St. Joseph's Health Centre - 4LM","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-04-28,2021-05-12,"N",102,385,"2021",394
"1110",222,"Unity Health Toronto - Providence - D3","3276 St. Clair Ave East","Hospital-Chronic Care","Respiratory","COVID-19",NA,2023-11-21,2023-11-29,"N",131,1016,"2023",1066
"1111",223,"Baycrest Hospital - 6RF","3560 Bathurst St","LTCH","Respiratory","COVID-19",NA,2023-11-20,2023-11-30,"N",601,1016,"2023",1066
"1112",223,"Castleview Wychwood Towers -  2W & 4th Fl","351 Christie St","LTCH","Respiratory","COVID-19",NA,2024-01-09,2024-02-08,"N",169,247,"2024",272
"1113",223,"Copernicus Lodge - Kitchen","66 Roncesvalles Avenue","LTCH","Respiratory","COVID-19",NA,2021-04-27,2021-05-17,"N",187,385,"2021",394
"1114",223,"The O'Neill Centre - 2nd & 4th Fl","33 Christie St","LTCH","Enteric","Unable to identify",NA,2020-08-05,2020-08-12,"N",316,33,"2020",553
"1115",223,"The Wexford - 3rd & 7th Fl","1860 Lawrence Ave E","LTCH","Respiratory","COVID-19",NA,2022-11-13,2022-12-13,"N",477,1107,"2022",1133
